"filename", "language", "JavaScript", "JSON", "wxml", "Less", "CSS", "comment", "blank", "total"
"e:\毕业设计相关\果帕雅微信小程序\pages\nation_treat\index.wxss", "CSS", 0, 0, 0, 0, 70, 0, 1, 71
"e:\毕业设计相关\果帕雅微信小程序\pages\nation_treat\show\index.js", "JavaScript", 68, 0, 0, 0, 0, 4, 7, 79
"e:\毕业设计相关\果帕雅微信小程序\pages\nation_treat\show\index.json", "JSON", 0, 5, 0, 0, 0, 0, 1, 6
"e:\毕业设计相关\果帕雅微信小程序\pages\nation_treat\show\index.less", "Less", 0, 0, 0, 81, 0, 0, 2, 83
"e:\毕业设计相关\果帕雅微信小程序\pages\nation_treat\show\index.wxml", "wxml", 0, 0, 40, 0, 0, 0, 4, 44
"e:\毕业设计相关\果帕雅微信小程序\pages\nation_treat\show\index.wxss", "CSS", 0, 0, 0, 0, 81, 0, 1, 82
"e:\毕业设计相关\果帕雅微信小程序\pages\news\index.js", "JavaScript", 32, 0, 0, 0, 0, 1, 1, 34
"e:\毕业设计相关\果帕雅微信小程序\pages\news\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\news\index.wxml", "wxml", 0, 0, 15, 0, 0, 1, 2, 18
"e:\毕业设计相关\果帕雅微信小程序\pages\news\index.wxss", "CSS", 0, 0, 0, 0, 36, 2, 6, 44
"e:\毕业设计相关\果帕雅微信小程序\pages\news\new_detail\index.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 19
"e:\毕业设计相关\果帕雅微信小程序\pages\news\new_detail\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\news\new_detail\index.wxml", "wxml", 0, 0, 22, 0, 0, 0, 4, 26
"e:\毕业设计相关\果帕雅微信小程序\pages\news\new_detail\index.wxss", "CSS", 0, 0, 0, 0, 33, 0, 0, 33
"e:\毕业设计相关\果帕雅微信小程序\pages\p_video\index.js", "JavaScript", 370, 0, 0, 0, 0, 306, 57, 733
"e:\毕业设计相关\果帕雅微信小程序\pages\p_video\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\p_video\index.wxml", "wxml", 0, 0, 68, 0, 0, 0, 3, 71
"e:\毕业设计相关\果帕雅微信小程序\pages\p_video\index.wxss", "CSS", 0, 0, 0, 0, 104, 5, 6, 115
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\addressChoose\index.js", "JavaScript", 60, 0, 0, 0, 0, 7, 2, 69
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\addressChoose\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 3
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\addressChoose\index.less", "Less", 0, 0, 0, 54, 0, 2, 3, 59
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\addressChoose\index.wxml", "wxml", 0, 0, 28, 0, 0, 2, 4, 34
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\addressChoose\index.wxss", "CSS", 0, 0, 0, 0, 53, 0, 1, 54
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\dingdan\index.js", "JavaScript", 19, 0, 0, 0, 0, 1, 5, 25
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\dingdan\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\dingdan\index.less", "Less", 0, 0, 0, 53, 0, 0, 1, 54
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\dingdan\index.wxml", "wxml", 0, 0, 17, 0, 0, 0, 3, 20
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\dingdan\index.wxss", "CSS", 0, 0, 0, 0, 53, 0, 1, 54
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\index.js", "JavaScript", 237, 0, 0, 0, 0, 14, 8, 259
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 6
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\index.less", "Less", 0, 0, 0, 157, 0, 0, 6, 163
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\index.wxml", "wxml", 0, 0, 108, 0, 0, 3, 21, 132
"e:\毕业设计相关\果帕雅微信小程序\pages\payDetail\index.wxss", "CSS", 0, 0, 0, 0, 157, 0, 1, 158
"e:\毕业设计相关\果帕雅微信小程序\pages\search\index.js", "JavaScript", 58, 0, 0, 0, 0, 12, 1, 71
"e:\毕业设计相关\果帕雅微信小程序\pages\search\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\search\index.less", "Less", 0, 0, 0, 39, 0, 0, 2, 41
"e:\毕业设计相关\果帕雅微信小程序\pages\search\index.wxml", "wxml", 0, 0, 18, 0, 0, 0, 4, 22
"e:\毕业设计相关\果帕雅微信小程序\pages\search\index.wxss", "CSS", 0, 0, 0, 0, 39, 0, 1, 40
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit1\index.js", "JavaScript", 238, 0, 0, 0, 0, 25, 5, 268
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit1\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 7
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit1\index.less", "Less", 0, 0, 0, 128, 0, 2, 5, 135
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit1\index.wxml", "wxml", 0, 0, 68, 0, 0, 0, 3, 71
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit1\index.wxss", "CSS", 0, 0, 0, 0, 126, 0, 1, 127
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit\index.js", "JavaScript", 17, 0, 0, 0, 0, 1, 8, 26
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit\index.less", "Less", 0, 0, 0, 0, 0, 0, 1, 1
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 3, 3
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\addressEdit\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 1, 1
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\address\index.js", "JavaScript", 193, 0, 0, 0, 0, 29, 16, 238
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\address\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\address\index.less", "Less", 0, 0, 0, 59, 0, 4, 5, 68
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\address\index.wxml", "wxml", 0, 0, 51, 0, 0, 3, 4, 58
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\address\index.wxss", "CSS", 0, 0, 0, 0, 59, 1, 1, 61
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\index.js", "JavaScript", 40, 0, 0, 0, 0, 10, 6, 56
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\index.less", "Less", 0, 0, 0, 78, 0, 0, 5, 83
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\index.wxml", "wxml", 0, 0, 23, 0, 0, 2, 3, 28
"e:\毕业设计相关\果帕雅微信小程序\pages\setup\index.wxss", "CSS", 0, 0, 0, 0, 76, 0, 1, 77
"e:\毕业设计相关\果帕雅微信小程序\pages\shouchang\index.js", "JavaScript", 73, 0, 0, 0, 0, 4, 4, 81
"e:\毕业设计相关\果帕雅微信小程序\pages\shouchang\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\shouchang\index.wxml", "wxml", 0, 0, 45, 0, 0, 0, 5, 50
"e:\毕业设计相关\果帕雅微信小程序\pages\shouchang\index.wxss", "CSS", 0, 0, 0, 0, 72, 1, 1, 74
"e:\毕业设计相关\果帕雅微信小程序\pages\text1\index.js", "JavaScript", 11, 0, 0, 0, 0, 0, 4, 15
"e:\毕业设计相关\果帕雅微信小程序\pages\text1\index.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 5
"e:\毕业设计相关\果帕雅微信小程序\pages\text1\index.less", "Less", 0, 0, 0, 11, 0, 0, 1, 12
"e:\毕业设计相关\果帕雅微信小程序\pages\text1\index.wxml", "wxml", 0, 0, 7, 0, 0, 1, 2, 10
"e:\毕业设计相关\果帕雅微信小程序\pages\text1\index.wxss", "CSS", 0, 0, 0, 0, 14, 0, 1, 15
"e:\毕业设计相关\果帕雅微信小程序\pages\text2\index.js", "JavaScript", 370, 0, 0, 0, 0, 306, 57, 733
"e:\毕业设计相关\果帕雅微信小程序\pages\text2\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 3
"e:\毕业设计相关\果帕雅微信小程序\pages\text2\index.wxml", "wxml", 0, 0, 68, 0, 0, 0, 3, 71
"e:\毕业设计相关\果帕雅微信小程序\pages\text2\index.wxss", "CSS", 0, 0, 0, 0, 104, 5, 6, 115
"e:\毕业设计相关\果帕雅微信小程序\pages\text3\index.js", "JavaScript", 122, 0, 0, 0, 0, 2, 7, 131
"e:\毕业设计相关\果帕雅微信小程序\pages\text3\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 3
"e:\毕业设计相关\果帕雅微信小程序\pages\text3\index.less", "Less", 0, 0, 0, 58, 0, 6, 1, 65
"e:\毕业设计相关\果帕雅微信小程序\pages\text3\index.wxml", "wxml", 0, 0, 32, 0, 0, 0, 3, 35
"e:\毕业设计相关\果帕雅微信小程序\pages\text3\index.wxss", "CSS", 0, 0, 0, 0, 46, 1, 5, 52
"e:\毕业设计相关\果帕雅微信小程序\pages\text\index.js", "JavaScript", 39, 0, 0, 0, 0, 2, 2, 43
"e:\毕业设计相关\果帕雅微信小程序\pages\text\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 6
"e:\毕业设计相关\果帕雅微信小程序\pages\text\index.less", "Less", 0, 0, 0, 134, 0, 0, 13, 147
"e:\毕业设计相关\果帕雅微信小程序\pages\text\index.wxml", "wxml", 0, 0, 7, 0, 0, 0, 8, 15
"e:\毕业设计相关\果帕雅微信小程序\pages\text\index.wxss", "CSS", 0, 0, 0, 0, 12, 0, 1, 13
"e:\毕业设计相关\果帕雅微信小程序\pages\user\index.js", "JavaScript", 160, 0, 0, 0, 0, 9, 7, 176
"e:\毕业设计相关\果帕雅微信小程序\pages\user\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\user\index.less", "Less", 0, 0, 0, 505, 0, 5, 11, 521
"e:\毕业设计相关\果帕雅微信小程序\pages\user\index.wxml", "wxml", 0, 0, 224, 0, 0, 36, 9, 269
"e:\毕业设计相关\果帕雅微信小程序\pages\user\index.wxss", "CSS", 0, 0, 0, 0, 491, 0, 1, 492
"e:\毕业设计相关\果帕雅微信小程序\pages\user\order\index.js", "JavaScript", 191, 0, 0, 0, 0, 18, 9, 218
"e:\毕业设计相关\果帕雅微信小程序\pages\user\order\index.json", "JSON", 0, 4, 0, 0, 0, 0, 1, 5
"e:\毕业设计相关\果帕雅微信小程序\pages\user\order\index.wxml", "wxml", 0, 0, 261, 0, 0, 0, 11, 272
"e:\毕业设计相关\果帕雅微信小程序\pages\user\order\index.wxss", "CSS", 0, 0, 0, 0, 155, 2, 4, 161
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng1\index.js", "JavaScript", 49, 0, 0, 0, 0, 5, 3, 57
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng1\index.json", "JSON", 0, 5, 0, 0, 0, 0, 2, 7
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng1\index.less", "Less", 0, 0, 0, 84, 0, 2, 1, 87
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng1\index.wxml", "wxml", 0, 0, 15, 0, 0, 0, 4, 19
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng1\index.wxss", "CSS", 0, 0, 0, 0, 82, 7, 1, 90
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng\index.js", "JavaScript", 148, 0, 0, 0, 0, 16, 5, 169
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 4
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng\index.wxml", "wxml", 0, 0, 51, 0, 0, 5, 7, 63
"e:\毕业设计相关\果帕雅微信小程序\pages\yangsheng\index.wxss", "CSS", 0, 0, 0, 0, 159, 45, 11, 215
"e:\毕业设计相关\果帕雅微信小程序\project.config.json", "JSON", 0, 72, 0, 0, 0, 0, 0, 72
"e:\毕业设计相关\果帕雅微信小程序\project.private.config.json", "JSON", 0, 212, 0, 0, 0, 0, 0, 212
"e:\毕业设计相关\果帕雅微信小程序\request\index.js", "JavaScript", 14, 0, 0, 0, 0, 1, 4, 19
"e:\毕业设计相关\果帕雅微信小程序\sitemap.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 7
"e:\毕业设计相关\果帕雅微信小程序\utils\asyncWx.js", "JavaScript", 103, 0, 0, 0, 0, 27, 9, 139
"e:\毕业设计相关\果帕雅微信小程序\utils\qqmap-wx-jssdk1.2\qqmap-wx-jssdk.js", "JavaScript", 874, 0, 0, 0, 0, 177, 72, 1123
"e:\毕业设计相关\果帕雅微信小程序\utils\qqmap-wx-jssdk1.2\qqmap-wx-jssdk.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 1
"e:\毕业设计相关\果帕雅微信小程序\utils\touch.js", "JavaScript", 44, 0, 0, 0, 0, 4, 7, 55
"e:\毕业设计相关\果帕雅微信小程序\utils\util.js", "JavaScript", 16, 0, 0, 0, 0, 0, 4, 20
"Total", "-", 15113, 1238, 2396, 2626, 3959, 3165, 1899, 30396
